OverallQual,GarageCars,GrLivArea,1stFlrSF,TotalBsmtSF,GarageArea,ExterQual,FullBath,BsmtQual,YearBuilt,YearRemodAdd,TotRmsAbvGrd,Fireplaces,2ndFlrSF,KitchenQual,BsmtFinSF1,LotArea,CentralAir,MasVnrArea,Foundation,BedroomAbvGr,MSZoning,BsmtFullBath,OverallCond,WoodDeckSF,GarageType,HalfBath,SaleType,LotShape,Neighborhood,MSSubClass,LandSlope,BsmtExposure,SaleCondition,GarageYrBlt,LandContour,Fence,OpenPorchSF,LotFrontage,BsmtUnfSF,SalePrice
4,0,864,864,864,0,2,1,2,1971,1971,5,1,0,2,432,10500,1,0.0,2,3,1,0,5,0,1,0,5,1,12,20,1,1,1,1997.0,1,2,0,70.0,432,115000
7,2,1734,1734,1734,660,1,2,1,2005,2005,7,0,0,1,1300,11645,1,0.0,1,3,1,1,5,160,1,0,1,1,1,20,1,4,1,2005.0,1,2,24,78.0,434,260000
5,2,1385,910,910,720,2,2,2,1952,1952,6,0,475,2,507,8520,1,0.0,2,4,1,0,4,0,2,0,1,1,12,50,1,1,1,2000.0,1,2,0,71.0,403,166000
7,2,1501,1501,1490,577,1,2,1,1999,1999,6,0,0,1,679,10335,1,183.0,1,3,1,1,5,144,1,0,1,2,1,20,1,2,1,1999.0,1,2,29,78.0,811,204000
5,2,1728,1728,1728,504,2,2,2,1963,1963,10,0,0,2,1332,9100,1,336.0,2,6,2,1,5,0,2,0,5,1,10,90,1,1,2,1963.0,1,2,0,70.0,396,125000
6,2,1709,970,970,380,1,2,1,2004,2006,7,0,739,1,0,2522,1,50.0,1,3,2,0,5,0,2,0,1,1,16,160,1,1,1,2004.0,1,2,40,24.0,970,130000
5,1,875,875,715,180,2,1,2,1931,1993,5,0,0,2,209,6120,1,0.0,3,2,2,1,7,48,2,0,1,1,9,30,1,1,1,1931.0,1,2,0,51.0,506,105000
7,2,2035,884,884,434,1,2,1,2001,2001,8,1,1151,1,0,9505,1,180.0,1,3,1,0,5,144,3,1,1,2,18,60,1,1,1,2001.0,1,2,48,51.0,884,222500
7,0,1080,1080,1080,0,2,1,1,2004,2005,6,0,0,1,680,7500,1,120.0,1,3,1,1,5,0,3,0,1,1,13,20,1,1,1,2001.0,1,2,0,63.0,400,141000
5,1,1344,896,896,240,2,1,1,1936,1950,7,0,448,2,0,6240,1,0.0,3,3,2,0,4,200,2,0,1,1,9,50,1,1,1,1936.0,1,2,114,63.0,896,115000
5,2,969,969,969,440,2,1,2,1975,1975,5,0,0,2,716,10356,1,0.0,2,3,1,0,6,0,1,1,1,1,1,20,1,4,1,1975.0,1,2,0,120.0,253,122000
8,3,1710,1710,1710,866,1,2,3,2007,2008,6,1,0,1,1400,13891,1,436.0,1,2,1,1,5,0,1,0,2,1,11,20,1,2,3,2007.0,1,2,102,107.0,310,372402
6,2,1993,1097,825,495,2,2,2,1971,1971,8,1,896,2,416,14803,1,252.0,2,4,1,0,5,0,1,1,1,2,7,60,1,1,1,1971.0,1,3,66,107.0,409,190000
6,2,1252,1252,1602,564,2,1,1,1960,1975,4,1,0,2,429,13500,1,0.0,2,1,1,1,7,409,1,0,1,1,20,20,1,2,1,1960.0,1,3,0,107.0,93,235000
6,1,1200,1200,1200,312,2,1,2,1923,1950,7,0,0,2,0,11340,1,0.0,3,4,2,0,5,0,2,0,1,1,8,30,1,1,6,1923.0,1,3,0,84.0,1200,125000
6,0,1096,572,572,0,2,1,2,1924,1950,5,0,524,2,0,9600,2,0.0,3,2,1,0,5,0,2,0,1,1,16,50,1,1,1,1923.0,1,3,8,60.0,572,79000
5,2,1040,1040,0,625,2,1,2,1950,1950,5,0,0,2,0,7200,1,0.0,2,2,1,0,7,0,2,0,1,1,12,20,1,1,1,1950.0,1,3,0,60.0,0,109500
8,3,1968,774,774,680,1,2,3,2009,2010,8,1,1194,3,0,12003,1,84.0,1,4,1,0,5,0,3,1,2,1,17,60,1,1,3,2009.0,1,3,75,92.0,774,269500
7,2,1947,991,991,678,1,2,1,2004,2005,8,1,956,1,222,12552,1,0.0,1,3,4,0,5,0,1,1,1,1,6,60,1,1,1,2004.0,1,3,136,100.0,769,254900
7,2,2462,1392,1392,576,1,2,1,2005,2006,9,1,1070,1,57,19378,1,456.0,1,4,1,1,5,239,1,1,2,2,18,60,1,3,3,2006.0,4,3,132,134.0,1335,320000
6,2,1232,1232,1232,516,2,2,1,1984,1984,6,0,0,2,660,11120,1,0.0,1,3,1,0,6,0,1,0,1,2,2,20,1,1,1,1984.0,1,3,0,134.0,572,162500
9,3,2668,1572,1572,726,1,2,3,2003,2004,10,2,1096,3,1016,13688,1,664.0,1,3,1,1,5,400,3,1,1,2,11,60,1,4,1,2003.0,1,3,0,110.0,556,412500
7,2,1541,1541,1541,532,1,2,1,2005,2005,7,1,0,1,1201,12182,1,226.0,1,3,1,0,5,0,1,0,2,1,11,20,1,3,3,2005.0,1,3,70,95.0,340,220000
4,0,882,882,882,0,2,1,2,1956,1956,4,0,0,2,0,5500,1,0.0,2,1,1,0,6,0,1,0,1,1,8,45,1,1,1,2005.0,1,2,0,55.0,882,103200
6,1,1616,1149,1149,216,2,2,2,1926,2004,5,0,467,1,370,5400,1,0.0,3,3,2,0,7,0,2,0,1,1,8,40,1,3,1,1926.0,1,2,0,40.0,779,152000
5,0,1355,808,644,0,2,2,2,1940,1999,6,0,547,2,351,10106,1,0.0,3,4,1,1,7,140,2,0,1,1,16,190,1,1,1,1926.0,1,2,0,62.0,112,127500
5,1,1867,1867,1617,303,1,1,2,1955,1993,7,3,0,2,379,10708,1,0.0,2,2,1,1,5,476,1,0,3,2,20,20,1,1,1,1955.0,1,3,0,62.0,470,190000
8,3,2161,1610,1582,789,1,1,3,2007,2007,8,1,551,3,1288,10562,1,300.0,1,3,1,1,5,178,1,1,2,1,11,60,1,1,3,2007.0,1,3,120,86.0,294,325624
7,2,1720,840,840,440,1,2,1,2004,2004,7,1,880,1,0,8244,1,0.0,1,3,1,0,5,100,1,1,1,2,18,60,1,1,1,2004.0,1,3,48,62.0,840,183500
8,2,1707,1707,1686,511,1,2,1,1981,1981,6,1,0,2,0,16669,1,653.0,2,2,1,0,6,574,1,1,1,2,17,20,1,1,1,1981.0,1,3,64,62.0,1686,228000
5,2,1382,854,720,660,2,1,2,1941,1950,7,0,0,2,360,12358,1,0.0,2,2,2,0,6,237,2,1,1,2,8,50,1,1,1,1991.0,1,3,0,62.0,360,128500
6,2,1656,1656,1080,528,2,1,2,1960,1960,7,2,0,2,639,31770,1,112.0,2,3,1,1,5,210,1,0,1,2,12,20,1,2,1,1960.0,1,3,62,141.0,441,215000
7,2,1767,1064,1064,504,1,2,1,1987,1987,5,1,703,1,495,5306,1,0.0,1,2,1,1,7,441,1,0,1,2,19,160,1,1,1,1987.0,1,3,35,44.0,354,239000
6,2,1362,1362,1362,504,2,1,2,1961,1961,6,1,0,2,288,10197,1,491.0,2,3,1,1,5,0,1,1,3,2,12,20,1,1,1,1961.0,1,3,20,80.0,700,163000
6,2,1651,1651,1606,616,2,2,1,1986,1986,7,1,0,2,1398,12416,1,132.0,2,3,1,1,5,192,1,0,1,2,17,20,1,1,1,1986.0,1,3,0,47.0,0,184000
6,2,2158,2158,1202,576,2,2,2,1950,2001,7,1,0,1,477,12615,1,0.0,2,4,1,1,7,0,1,0,1,1,16,20,1,4,1,1950.0,1,2,29,84.0,725,243000
6,2,2060,1164,1151,521,1,2,1,1988,1989,8,1,896,2,831,10029,1,268.0,1,4,1,0,5,0,1,1,1,2,20,60,1,1,1,1988.0,1,2,228,97.0,320,211000
5,2,1920,1252,1052,451,1,2,2,1958,1958,8,1,668,1,57,13650,1,0.0,2,4,1,1,5,0,1,0,1,1,10,50,1,1,1,1958.0,1,2,0,97.0,554,172500
9,3,2234,2234,2216,1166,3,2,3,2008,2009,9,1,0,3,1904,17423,1,748.0,1,1,1,1,5,0,1,0,2,2,19,20,1,1,3,2009.0,1,2,60,63.0,312,501837
5,2,968,968,968,480,1,1,2,1923,2006,5,0,0,2,0,8520,1,0.0,2,2,2,0,6,0,2,0,1,1,8,30,1,1,1,1935.0,1,2,0,60.0,968,100000
6,2,1525,769,756,440,1,2,1,2000,2000,5,1,756,1,436,2117,1,456.0,1,3,4,0,5,0,2,1,1,1,6,160,1,1,1,2000.0,1,2,0,60.0,320,177000
7,1,1802,901,793,216,2,1,4,1920,1950,9,1,901,2,352,7588,1,0.0,3,4,1,0,6,0,2,1,1,1,3,70,1,1,1,1920.0,1,2,0,54.0,441,200100
5,1,1340,1340,0,252,2,1,4,1957,2006,7,1,0,2,0,9060,1,98.0,1,3,1,0,6,116,1,0,1,1,16,20,1,1,1,1957.0,1,2,0,60.0,0,120000
7,2,2082,1362,1362,484,2,2,1,2003,2003,6,0,720,1,0,11426,1,0.0,1,3,2,0,5,280,2,1,1,1,8,50,1,1,1,2003.0,1,2,238,63.0,1362,200000
5,2,1252,936,504,576,2,1,4,1908,1991,5,0,316,2,0,7438,1,0.0,1,3,1,0,8,104,1,0,1,2,9,50,1,1,1,1986.0,1,2,0,92.0,504,127000
10,3,3608,1518,1107,840,1,2,2,1892,1993,12,2,1518,3,0,22950,1,0.0,3,4,2,0,9,0,2,1,1,3,8,75,1,3,1,1993.0,1,4,260,90.0,1107,475000
7,2,1217,1217,1188,497,2,2,1,1990,1991,6,0,0,1,611,9947,1,0.0,1,3,1,1,5,168,1,0,1,2,5,80,1,4,1,1990.0,1,4,27,90.0,577,173000
5,1,1656,808,660,180,2,2,4,1916,1987,8,0,704,2,0,10410,1,0.0,2,3,1,0,7,0,2,1,1,1,8,50,1,1,1,1916.0,1,2,0,60.0,660,135000
5,2,1224,1224,1086,528,2,0,1,1979,1979,6,2,0,2,1086,7018,1,275.0,2,2,1,2,5,120,2,2,1,1,13,90,1,4,5,1979.0,2,2,0,64.0,0,153337
8,2,1593,1593,1593,682,1,1,3,2001,2002,5,1,0,3,1153,4923,1,0.0,1,0,1,1,5,0,1,1,1,1,19,120,1,4,1,2001.0,1,2,120,41.0,440,286000
8,2,2727,1549,853,440,1,2,1,1932,1994,10,2,1178,1,297,10570,1,0.0,2,3,1,0,8,0,2,1,1,1,3,70,2,1,1,1932.0,2,2,74,70.0,556,315000
7,2,1479,725,725,484,2,1,2,1972,2004,7,0,754,1,626,7472,1,138.0,2,4,1,1,9,0,1,1,1,2,12,60,1,1,1,1972.0,1,2,32,70.0,99,184000
7,2,1431,1431,1431,666,1,2,1,1999,1999,6,0,0,1,560,9017,1,0.0,1,3,1,1,5,0,1,0,1,2,1,20,1,4,1,1999.0,1,2,35,68.0,871,192000
7,2,1709,970,970,380,1,2,1,2004,2004,7,0,739,1,0,2522,1,50.0,1,3,2,0,5,0,2,0,1,1,16,160,1,1,1,2004.0,1,2,40,24.0,970,130000
5,1,864,864,864,352,2,1,2,1972,1972,5,0,0,2,390,7180,1,0.0,2,3,1,0,7,0,2,0,1,2,1,20,1,4,1,1989.0,1,2,0,60.0,474,127000
6,2,1456,855,855,440,2,2,1,1976,1976,7,1,601,2,566,2280,1,0.0,2,3,1,0,6,87,1,1,1,1,21,160,1,1,1,1976.0,1,2,0,24.0,289,148500
7,3,1726,1726,1726,786,3,2,3,2007,2007,8,1,0,3,1126,9416,1,205.0,1,3,1,1,5,171,1,0,2,1,6,20,1,1,3,2007.0,1,2,138,79.0,600,311872
8,2,3112,1360,1360,795,1,2,2,1918,1990,8,1,1360,1,1036,25419,1,0.0,1,4,1,1,4,0,2,0,1,1,12,75,1,1,2,1918.0,1,4,16,174.0,140,235000
6,0,2229,929,755,0,2,1,2,1912,1950,8,0,929,2,0,5520,1,0.0,2,5,2,0,6,0,2,0,1,1,8,75,1,1,2,1918.0,1,2,198,92.0,755,104000
8,3,1713,1713,1713,856,1,2,3,2004,2005,7,1,0,3,1088,9591,1,262.0,1,3,1,1,5,0,1,0,1,1,11,20,1,4,1,2004.0,1,2,26,76.0,625,274900
4,2,1121,1121,1121,440,2,2,1,2003,2004,5,0,0,2,0,8546,1,0.0,1,2,2,0,5,132,1,0,1,1,16,20,1,1,1,2003.0,1,2,64,80.0,1121,140000
6,2,1279,1279,1196,473,2,2,2,1977,1977,6,2,0,2,641,10125,1,0.0,2,3,1,0,6,238,2,0,1,1,5,20,1,1,1,1980.0,1,2,83,75.0,276,171500
6,1,1310,865,617,398,2,2,4,1924,1950,6,0,445,2,617,7000,1,0.0,3,2,1,0,6,0,1,0,3,1,8,50,1,1,1,1924.0,1,2,0,50.0,0,112000
6,2,848,848,848,420,1,1,1,2004,2004,3,1,0,1,662,4438,1,205.0,1,1,2,1,5,149,1,0,1,1,1,120,1,4,1,2004.0,1,2,0,50.0,186,149000
5,1,1284,720,720,240,2,1,2,1947,1950,5,0,564,2,312,3500,1,0.0,2,2,2,0,7,0,2,1,1,1,8,50,1,1,1,1948.0,1,5,35,50.0,408,110000
7,2,1442,1442,1424,500,2,2,1,1990,1990,5,0,0,2,0,11851,1,0.0,1,3,1,0,5,0,1,0,1,1,18,20,1,1,1,1990.0,1,5,34,99.0,1424,180500
5,1,1696,1696,1140,349,2,1,2,1962,1962,8,1,0,2,0,13673,1,0.0,2,3,1,0,5,0,1,1,1,2,10,20,1,1,1,1962.0,1,5,30,40.0,1140,143900
4,1,1100,1100,1100,312,2,1,2,1960,1960,6,1,0,2,419,12493,1,0.0,1,3,1,1,5,355,1,0,1,2,12,20,1,1,1,1960.0,1,3,0,40.0,375,141000
7,2,2062,1180,1157,454,1,2,1,1988,1989,7,1,882,2,1065,14364,1,128.0,2,3,1,1,5,60,1,1,1,2,13,60,2,2,1,1988.0,3,3,55,40.0,92,277000
6,2,1092,1092,1092,504,2,1,1,1964,1964,6,0,0,2,787,8250,1,260.0,2,3,1,1,7,0,1,0,1,1,12,20,1,1,1,1964.0,1,2,0,75.0,305,145000
5,0,864,864,864,0,2,1,2,1925,1950,5,0,0,2,468,5604,2,0.0,2,2,1,1,6,0,1,0,1,1,16,30,1,1,1,1964.0,1,2,0,67.0,396,98000
6,2,1212,1212,1212,460,2,2,1,2009,2009,6,0,0,1,36,10420,1,0.0,1,3,1,0,5,100,1,0,1,1,16,20,1,3,1,2009.0,1,2,22,83.0,1176,186000
7,2,1852,932,900,644,2,2,1,2009,2009,7,1,920,1,822,8640,1,0.0,1,3,4,1,5,168,1,1,2,1,6,60,1,1,3,2009.0,1,2,108,72.0,78,252678
5,2,990,990,990,576,2,1,1,1995,1995,5,0,0,2,716,13568,1,0.0,1,3,1,0,5,224,1,0,1,3,1,20,1,1,1,1996.0,1,2,0,43.0,274,156000
6,1,1392,689,689,299,2,1,1,1977,1977,6,0,703,2,378,10900,1,153.0,2,3,1,0,7,0,1,1,1,2,1,60,1,1,1,1977.0,1,2,36,43.0,311,161750
5,1,1236,1236,1070,447,2,1,2,1957,1996,6,1,0,1,360,10011,1,64.0,2,2,1,0,6,0,1,0,1,2,12,20,1,1,1,1957.0,1,2,0,72.0,710,134450
7,2,1436,1436,1436,484,1,2,1,2004,2004,8,0,0,1,946,8450,1,266.0,1,3,1,1,5,139,1,0,1,1,1,20,1,3,1,2004.0,1,2,98,65.0,490,210000
4,1,1328,810,686,210,2,1,2,1925,1950,8,0,518,2,0,9906,2,0.0,2,3,2,0,4,0,2,0,1,1,8,70,1,1,6,1940.0,1,2,172,57.0,686,107000
7,2,1954,1137,798,431,1,1,2,1939,2006,8,2,817,1,341,15660,1,312.0,2,3,1,0,9,0,1,1,1,2,3,50,1,1,1,1939.0,1,2,119,57.0,457,311500
7,2,1248,1248,1248,438,1,2,1,2005,2006,5,0,0,1,16,3010,1,16.0,1,2,1,0,5,108,1,0,2,1,22,120,1,4,3,2005.0,1,2,0,43.0,1232,167240
7,2,1498,1498,1498,675,1,2,1,2006,2006,5,0,0,1,0,8990,1,0.0,1,2,1,0,5,351,1,0,2,2,1,20,1,3,3,2006.0,1,2,33,73.0,1498,204900
6,2,2267,1010,1010,390,1,2,1,2002,2002,8,1,1257,1,0,8068,1,0.0,1,4,1,0,5,120,3,1,5,2,18,60,1,1,1,2002.0,1,2,46,73.0,1010,200000
6,2,1552,811,713,434,2,2,1,1975,1975,6,1,741,2,550,11475,1,0.0,2,3,1,1,6,209,1,1,1,1,7,60,1,1,1,1975.0,1,2,208,85.0,163,179900
4,2,864,864,864,576,2,1,2,1971,1971,4,0,0,2,524,10500,1,0.0,2,2,1,0,6,216,2,0,1,1,12,20,1,1,2,1989.0,1,2,0,70.0,160,97000
10,3,2392,2392,2392,968,3,2,3,2003,2003,8,1,0,3,56,13472,1,922.0,1,3,1,0,5,248,1,0,1,1,11,20,1,2,1,2003.0,1,2,105,103.0,2336,386250
5,1,1302,630,630,280,2,2,2,1971,1971,6,0,672,2,0,1680,1,142.0,2,3,2,0,5,0,2,1,3,1,23,160,1,1,2,1991.0,1,2,0,21.0,630,112000
7,3,2520,1214,1203,721,1,2,1,1995,1995,9,1,1306,1,565,9950,1,290.0,1,4,1,0,5,224,1,1,1,2,4,60,1,1,2,1995.0,1,2,114,82.0,638,290000
6,1,987,483,483,280,2,1,2,1970,1970,5,0,504,2,321,1869,1,127.0,2,2,2,0,6,0,2,1,1,1,23,160,1,1,1,1987.0,1,2,0,21.0,162,106000
5,1,912,912,912,336,2,1,2,1967,1967,5,1,0,2,842,8521,1,0.0,2,3,1,0,5,0,2,0,1,1,10,20,1,1,1,1974.0,1,2,0,70.0,70,125000
7,2,1555,1555,1373,430,1,2,1,2005,2006,7,1,0,1,16,3182,1,16.0,1,2,1,0,5,143,1,0,1,1,22,120,1,4,1,2005.0,1,2,20,43.0,1357,192500
6,1,1194,1194,1194,312,2,1,2,1959,1959,6,0,0,2,0,8760,1,220.0,2,3,1,1,6,0,1,0,1,1,12,20,1,1,1,1959.0,1,2,0,73.0,1194,148000
8,3,2794,1490,1462,810,1,2,1,1995,1996,9,1,1304,3,689,15138,1,506.0,1,4,1,1,5,0,1,1,1,2,4,60,1,1,1,1995.0,1,2,146,174.0,773,403000
6,1,987,483,483,288,2,1,2,1972,1972,5,1,504,2,0,1680,1,297.0,2,2,2,0,5,0,1,1,1,1,23,160,1,1,1,1972.0,1,2,0,21.0,483,94500
5,1,894,894,894,308,2,1,2,1976,1976,5,0,0,2,182,10650,1,0.0,2,3,1,1,6,365,1,0,1,1,1,20,1,4,1,1976.0,1,2,0,75.0,0,128200
6,2,1960,860,860,440,1,2,1,2002,2002,8,2,1100,1,625,7851,1,0.0,1,4,1,1,5,288,3,1,1,1,18,60,1,1,1,2002.0,1,2,48,75.0,235,216500
6,1,987,483,483,264,2,1,2,1971,1971,5,0,504,2,358,1680,1,604.0,2,2,2,0,3,0,2,1,1,1,23,160,1,1,1,1971.0,1,2,0,21.0,125,89500
7,2,1414,1414,1414,494,1,2,1,2004,2004,6,0,0,1,24,8773,1,98.0,1,3,1,0,5,132,1,0,1,1,1,20,1,4,1,2004.0,1,2,105,65.0,1390,185500
7,2,1744,1014,996,457,1,2,1,1993,2003,7,0,730,1,402,9453,1,0.0,1,3,1,0,7,370,1,1,1,2,13,60,1,1,1,1993.0,1,2,70,65.0,594,194500
8,3,1694,1694,1694,818,3,2,3,2007,2007,7,0,0,1,0,12030,1,254.0,1,3,1,0,5,168,1,0,2,1,11,20,1,1,3,2007.0,1,2,228,93.0,1694,318000
6,1,1487,798,735,220,2,1,2,1945,1950,7,1,689,2,94,8741,1,0.0,2,3,1,0,4,0,2,1,1,1,16,50,1,1,1,1949.0,1,2,140,52.0,641,113000
8,2,1566,1566,1566,750,1,2,1,2008,2008,7,0,0,1,1078,9000,1,36.0,1,3,4,1,5,144,1,0,1,1,6,20,1,4,1,2008.0,1,2,168,75.0,488,262500
5,0,866,866,686,0,2,1,2,1945,1997,4,0,0,1,329,3880,1,0.0,2,2,2,0,9,58,1,0,1,1,8,30,1,1,1,2008.0,1,2,42,40.0,357,110500
5,1,1440,889,540,352,2,1,2,1900,1950,6,0,551,2,0,5000,2,0.0,3,3,2,0,4,0,1,0,1,1,8,50,1,1,1,1940.0,1,2,0,63.0,540,79000
6,1,1217,626,626,288,2,1,1,1980,1980,6,1,591,2,0,10762,1,0.0,2,3,1,0,6,0,1,1,1,1,13,160,1,1,1,1980.0,1,2,28,75.0,626,120000
7,2,2110,1222,948,463,1,2,1,1994,2002,8,2,888,1,695,8880,1,0.0,1,3,1,1,5,0,1,1,1,2,13,60,1,1,1,1994.0,1,2,130,75.0,253,205000
7,2,1872,1872,1845,604,2,2,1,1988,1988,6,1,0,2,929,10400,1,102.0,2,3,1,0,5,197,1,0,1,1,7,20,1,4,1,1988.0,1,2,39,80.0,916,241500
6,1,1928,908,1020,440,2,2,4,1910,1950,9,0,1020,4,0,9142,2,0.0,6,4,2,0,8,0,2,0,1,1,8,190,1,1,1,1910.0,1,2,60,69.0,1020,137000
6,2,1375,1375,1367,451,2,1,2,1954,1954,5,1,0,2,0,11310,1,0.0,2,2,1,0,5,0,1,0,1,1,12,20,1,1,1,1954.0,1,2,30,75.0,1367,140000
7,2,1668,840,840,500,1,2,1,2003,2003,8,0,828,1,0,11317,1,101.0,1,3,1,0,5,144,1,1,1,1,1,60,1,1,1,2003.0,1,2,68,72.0,840,180000
6,2,2144,1444,1444,389,1,2,1,1958,2006,7,2,700,1,697,159000,1,472.0,2,4,1,0,7,0,1,0,1,3,20,50,3,2,1,1958.0,3,2,98,72.0,747,277000
3,0,1306,1306,728,0,2,1,2,1940,1966,6,0,0,4,0,5350,1,0.0,2,3,1,0,2,263,1,0,1,2,9,30,1,1,1,1958.0,1,3,0,55.0,728,76500
8,2,1625,1625,1573,538,1,2,1,2006,2007,5,1,0,1,1573,4750,1,481.0,1,2,2,1,5,123,1,0,1,2,3,120,2,2,6,2006.0,4,3,0,44.0,0,235000
6,2,1640,798,798,520,1,2,1,2004,2004,6,0,842,1,0,8366,1,0.0,1,3,1,0,5,138,1,1,1,2,13,60,1,1,1,2004.0,1,3,45,65.0,798,173000
6,1,1302,1302,1302,309,2,2,1,1964,1991,7,0,0,1,270,9350,1,108.0,2,3,1,0,7,333,1,0,6,1,12,80,1,2,1,1964.0,1,2,0,85.0,452,158000
5,1,1314,1314,1314,294,2,1,2,1957,1957,5,0,0,2,922,8400,1,0.0,2,3,1,1,6,250,1,0,1,1,12,20,1,1,1,1957.0,1,2,0,70.0,392,145000
7,2,2291,1005,975,429,1,2,1,1999,1999,8,1,1286,1,0,8738,1,302.0,1,4,1,0,5,192,3,1,1,2,18,60,1,1,1,1999.0,1,2,0,66.0,975,230000
6,2,1728,864,864,673,1,2,1,2003,2003,7,0,864,1,503,8791,1,0.0,1,3,4,0,5,216,1,1,1,2,6,60,1,1,1,2003.0,1,2,56,64.0,361,207500
7,2,1604,1604,1604,660,1,2,1,2006,2006,8,1,0,1,1334,8814,1,180.0,1,3,1,1,5,123,1,1,1,1,1,20,1,1,2,2006.0,1,2,110,68.0,270,220000
7,2,1792,963,963,564,1,2,1,2001,2001,7,1,829,1,361,12435,1,172.0,1,3,1,0,5,0,1,1,1,1,1,60,1,1,1,2001.0,1,2,96,80.0,602,231500
5,1,882,882,0,308,2,1,1,1956,1956,4,0,0,2,0,12702,1,0.0,1,2,2,0,5,0,2,0,1,1,8,20,1,1,1,1956.0,1,2,45,70.0,0,97000
6,2,1382,1382,1362,884,2,1,2,1962,1962,6,1,0,2,672,19296,1,399.0,2,3,1,1,5,0,1,0,1,1,12,80,1,2,1,1991.0,1,3,0,120.0,0,176000
8,3,2574,1482,1482,868,1,2,3,2007,2007,10,1,1092,3,0,9588,1,270.0,1,3,1,0,5,0,3,1,2,2,1,60,1,1,3,2007.0,1,3,148,69.0,1482,276000
6,2,1212,1212,506,492,2,1,1,1977,1995,6,1,0,2,506,8471,1,46.0,2,3,1,1,7,292,1,0,1,2,10,80,1,4,1,1978.0,1,3,12,88.0,0,151000
5,2,1316,926,926,484,2,1,2,1929,2001,6,0,0,2,234,5500,1,0.0,3,3,2,1,7,0,2,0,1,1,8,50,1,1,1,1974.0,1,3,0,50.0,0,130000
5,2,764,764,680,504,2,1,4,1925,2004,4,0,0,2,0,5232,2,0.0,3,2,2,0,5,0,2,0,1,4,8,30,1,1,1,1965.0,2,3,0,30.0,680,73000
6,2,1422,1422,1422,576,2,2,1,1981,1981,7,1,0,1,588,12090,1,210.0,2,3,1,0,6,276,1,0,1,2,7,20,1,1,1,1981.0,1,4,0,78.0,606,175500
6,2,1511,802,802,413,2,2,1,1997,1997,8,1,709,2,714,11207,1,0.0,1,3,1,1,5,95,1,1,1,2,18,60,1,4,1,1997.0,4,4,75,70.0,88,185000
5,1,2192,1052,720,240,2,2,2,1939,1997,8,1,720,1,378,8400,1,0.0,1,4,1,0,8,262,2,1,1,1,24,75,2,1,1,1939.0,2,4,24,60.0,342,179500
5,1,778,778,740,924,2,1,2,1940,1955,4,1,0,2,403,6900,1,0.0,2,2,2,0,6,0,2,0,1,1,14,30,1,1,1,1966.0,1,4,25,71.0,212,120500
6,1,1113,1113,1143,504,2,1,2,1976,1976,6,1,0,2,751,7917,1,174.0,2,3,1,1,7,370,1,1,1,2,16,20,1,1,1,1987.0,1,4,30,71.0,392,148000
8,3,1939,1095,1095,1053,1,2,1,2006,2006,8,1,844,1,0,10728,1,0.0,1,3,4,0,5,192,1,1,2,1,6,60,1,3,3,2006.0,1,4,51,84.0,1095,266000
7,2,1363,1363,1385,439,2,1,1,1954,2005,5,2,0,2,226,39104,1,0.0,2,2,1,1,7,81,1,0,1,2,20,20,3,2,1,1954.0,3,4,0,73.0,96,241500
8,3,2270,1164,1152,671,1,2,1,1999,2007,9,1,1106,1,524,11764,1,348.0,1,4,1,0,7,132,1,1,1,2,4,60,1,1,1,1999.0,1,4,57,92.0,628,290000
6,1,1632,1632,1240,338,2,2,2,1958,1988,6,1,0,2,620,9600,1,183.0,2,3,1,1,6,289,1,0,1,1,12,20,1,1,1,1958.0,1,2,0,80.0,0,139000
5,1,816,816,816,264,2,1,2,1982,1982,5,0,0,2,546,8314,1,0.0,2,2,1,0,7,168,1,0,1,1,5,20,1,2,1,1982.0,1,2,0,76.0,270,124500
7,2,1548,952,952,672,1,2,2,1925,2007,5,0,596,3,0,7264,2,0.0,3,3,1,0,7,74,2,1,1,1,9,50,1,1,1,1978.0,1,2,0,55.0,952,205000
7,2,1560,1560,1560,573,1,2,3,2003,2003,7,0,0,1,0,9196,1,0.0,1,3,1,0,5,100,1,0,1,2,5,20,1,1,1,2003.0,1,2,150,129.0,1560,201000
4,2,864,864,864,400,2,1,2,1951,1951,4,0,0,2,120,19138,1,0.0,2,2,1,0,5,0,2,0,1,1,18,20,1,1,1,1951.0,1,2,0,140.0,744,141000
9,3,2121,2121,2121,732,3,2,3,2006,2007,8,1,0,3,0,14450,1,315.0,1,3,1,0,5,124,1,1,2,1,11,20,1,2,3,2007.0,1,2,98,107.0,2121,415298
7,2,2022,1156,1160,505,2,2,1,1977,1977,8,1,866,2,392,10005,1,299.0,2,4,1,0,5,288,1,1,1,1,20,60,1,1,1,1977.0,1,2,117,83.0,768,192000
7,2,1982,1175,807,575,1,2,1,1989,1989,7,1,807,1,421,11287,1,340.0,2,3,1,0,6,0,1,1,1,1,13,60,1,4,1,1989.0,1,2,84,82.0,386,228500
6,2,1262,1262,1262,572,1,2,1,2006,2006,5,0,0,1,905,7200,1,68.0,1,2,4,0,5,0,1,0,2,1,6,20,1,1,3,2006.0,1,2,120,60.0,357,185000
7,2,1314,1314,1314,626,1,2,1,2007,2008,6,1,0,1,904,5063,1,166.0,1,2,1,1,5,172,1,0,7,1,11,120,1,1,1,2008.0,1,2,62,34.0,410,207500
