OverallQual,GarageCars,GrLivArea,FullBath,1stFlrSF,BsmtQual,YearRemodAdd,TotalBsmtSF,BsmtFinSF1,ExterQual,2ndFlrSF,Fireplaces,TotRmsAbvGrd,KitchenQual,Foundation,BsmtFinType1,CentralAir,YearBuilt,GarageArea,HalfBath,BsmtFullBath,LotArea,BedroomAbvGr,Neighborhood,MSZoning,WoodDeckSF,MasVnrArea,OverallCond,LandSlope,LotFrontage,MSSubClass,BldgType,BsmtUnfSF,LotShape,GarageType,GarageFinish,RoofStyle,BsmtExposure,Id,Fence,SalePrice
7,2,1582,2,770,1,2004,770,490,1,812,0,6,1,1,1,1,2004,520,1,0,8320,3,1,1,0,0.0,5,1,64.0,60,1,280,1,1,1,1,1,591,5,185900
10,3,2296,2,1728,3,2008,1722,1338,3,568,1,10,3,1,1,1,2008,842,1,1,13478,3,11,1,382,420.0,5,1,97.0,60,1,384,2,3,1,1,2,592,5,451950
5,2,816,1,816,2,2003,816,816,2,0,0,4,2,1,1,1,1982,816,0,1,6600,2,5,1,0,0.0,8,1,60.0,20,1,0,1,2,3,1,1,593,5,138000
6,2,848,1,848,1,2003,848,685,1,0,0,4,1,1,1,1,2003,420,0,1,4435,1,1,2,140,170.0,5,1,60.0,120,4,163,1,1,3,1,4,594,5,140000
5,1,924,1,924,1,1975,924,0,2,0,0,5,2,2,3,1,1975,280,0,0,7990,3,1,1,0,0.0,6,1,88.0,20,1,924,2,2,2,2,1,595,2,110000
8,3,1826,2,1826,1,2006,1814,1422,1,0,1,7,1,1,1,1,2005,758,0,1,11302,3,19,1,180,238.0,5,1,69.0,20,1,392,2,1,3,1,2,596,2,319000
6,1,1368,1,684,2,1993,684,0,2,684,0,7,2,2,3,2,1910,216,0,0,3600,3,8,2,0,0.0,7,1,60.0,70,1,684,1,2,2,1,1,597,2,114504
7,3,1402,0,1402,3,2007,1258,0,1,0,1,7,1,1,3,1,2006,648,2,0,3922,2,22,1,120,72.0,5,1,53.0,120,4,1258,1,1,3,1,4,598,2,194201
5,2,1647,2,1647,1,1977,1430,1283,2,0,1,7,1,2,2,1,1977,621,0,1,12984,3,3,1,0,459.0,6,1,80.0,20,1,0,1,1,3,1,3,599,2,217500
6,2,1556,2,716,1,1980,716,81,2,840,1,6,2,2,6,1,1980,452,1,1,1950,3,25,2,161,0.0,6,1,24.0,160,5,23,1,1,3,1,1,600,4,151000
8,2,1904,2,1058,1,2005,1058,546,1,846,1,8,3,1,1,1,2005,736,1,1,10927,3,11,1,179,280.0,5,1,74.0,60,1,512,1,3,3,1,4,601,4,275000
6,1,1375,1,780,2,1950,780,0,2,595,1,6,1,1,3,1,1937,544,1,0,9000,3,14,2,0,0.0,6,1,50.0,50,1,780,1,2,2,1,1,602,4,141000
8,2,1915,2,927,1,1992,908,789,1,988,1,8,1,1,1,1,1992,506,1,1,10041,3,13,1,120,0.0,5,1,80.0,60,1,119,2,1,3,1,3,603,4,220000
7,2,1200,2,600,1,2005,600,0,1,600,0,4,1,1,3,1,2004,480,1,0,3182,2,6,4,0,0.0,5,1,30.0,160,4,600,1,2,1,1,1,604,4,151000
7,2,1494,2,1494,1,2002,1494,922,1,0,1,6,1,1,1,1,2002,530,0,1,12803,3,1,1,192,99.0,5,1,88.0,20,1,572,2,1,1,1,3,605,4,221000
7,2,1986,2,1186,2,1990,768,454,2,800,3,7,2,2,5,1,1965,486,1,0,13600,3,12,1,0,176.0,6,1,85.0,60,1,314,1,1,2,1,1,606,4,205000
5,2,1040,1,1040,1,1996,1040,732,2,0,0,6,1,1,1,1,1996,576,0,1,12464,3,1,1,168,0.0,5,2,82.0,20,1,308,3,2,2,1,1,607,4,152000
5,1,2008,3,1112,2,2002,896,603,2,896,0,8,3,2,1,1,1948,230,0,1,7800,3,16,1,103,0.0,8,2,78.0,20,1,293,1,1,2,1,1,608,4,225000
8,2,3194,2,1940,1,1998,965,428,2,1254,2,10,2,1,5,1,1934,380,1,0,12168,4,3,1,0,0.0,6,2,78.0,70,1,537,1,5,2,1,3,609,4,359100
4,1,1029,1,1029,2,1961,1029,903,2,0,0,5,2,2,4,1,1961,261,0,1,7943,3,10,1,64,192.0,5,1,61.0,20,1,126,1,1,2,1,3,610,4,118500
9,3,2153,2,1476,3,2000,1440,904,1,677,2,8,3,1,1,1,2000,736,1,1,11050,3,1,1,253,204.0,5,1,61.0,60,1,536,1,1,3,2,3,611,4,313000
6,2,1032,2,1032,1,1978,1032,605,2,0,1,6,2,2,2,1,1978,564,0,0,10395,3,7,1,0,233.0,6,1,61.0,80,1,427,2,1,2,1,4,612,2,148000
8,2,1872,2,1299,1,2001,1299,990,1,573,1,7,3,1,1,1,2001,531,1,1,11885,3,1,1,160,108.0,5,1,61.0,60,1,309,1,3,1,1,4,613,2,261500
5,0,1120,1,1120,1,2007,1120,206,2,0,0,6,2,1,2,1,2007,0,0,0,8402,3,5,1,0,0.0,5,1,70.0,20,1,914,1,3,1,1,1,614,2,147000
4,0,630,1,630,1,1972,630,150,2,0,0,3,2,2,6,1,1972,0,0,1,1491,1,15,2,96,0.0,6,1,21.0,180,4,0,1,3,1,1,4,615,2,75500
6,2,1054,1,1054,2,1963,936,763,2,0,0,6,1,1,1,1,1963,480,0,1,8800,3,12,1,120,156.0,7,1,80.0,85,1,173,1,1,1,1,2,616,2,137500
6,2,1509,2,807,1,2003,783,457,1,702,1,7,1,1,1,1,2002,393,1,1,7861,3,18,1,100,0.0,5,1,80.0,60,1,326,2,1,3,1,1,617,2,183200
6,2,832,1,832,2,1954,832,0,2,0,0,4,1,2,3,1,1954,528,0,0,7227,2,12,1,0,0.0,6,2,59.0,45,1,832,1,2,2,1,1,618,2,105500
9,3,1828,2,1828,3,2007,1822,48,3,0,1,9,1,1,1,1,2007,774,0,0,11694,3,11,1,0,452.0,5,1,90.0,20,1,1774,1,1,2,2,4,619,2,314813
8,3,2262,2,1482,1,2003,1482,871,1,780,2,10,1,1,1,1,2003,749,1,1,12244,4,17,1,168,226.0,5,1,85.0,60,1,611,1,1,3,2,2,620,2,305000
3,0,864,1,864,2,1950,864,41,2,0,0,5,2,3,5,2,1914,0,0,1,8248,2,16,1,0,0.0,3,1,45.0,30,1,823,1,1,3,1,1,621,2,67000
6,2,2614,2,1548,2,1997,1522,956,2,1066,1,9,2,2,2,1,1974,624,1,0,10800,4,7,1,38,0.0,7,1,90.0,60,1,384,1,1,1,1,1,622,2,240000
5,2,980,1,980,2,1977,980,560,2,0,0,6,2,2,5,1,1977,484,0,0,7064,3,10,1,192,153.0,6,1,71.0,20,1,420,1,2,2,1,1,623,2,135000
6,2,1512,2,756,1,2000,756,420,1,756,1,4,1,1,1,1,2000,440,1,0,2117,2,6,4,0,513.0,5,1,71.0,160,4,336,1,2,2,1,1,624,2,168500
6,2,1790,1,1012,2,1972,732,247,2,778,1,8,2,2,4,1,1972,484,2,1,10400,4,7,1,148,288.0,5,1,80.0,60,1,485,1,1,1,1,1,625,2,165150
6,2,1116,1,1116,2,1962,1116,0,2,0,0,5,2,2,3,1,1962,440,1,0,10000,3,12,1,0,261.0,6,1,87.0,20,1,1116,2,1,2,2,1,626,2,160000
5,1,1422,1,1422,2,1978,978,0,2,0,1,6,2,2,3,1,1960,286,0,0,12342,3,12,1,0,0.0,5,1,87.0,20,1,978,2,1,1,2,1,627,3,139900
6,1,1520,1,1520,2,1972,1156,674,2,0,2,7,2,2,5,1,1955,364,0,1,9600,3,12,1,0,164.0,6,1,80.0,80,1,350,1,5,1,1,4,628,3,153000
5,2,2080,1,1040,1,1969,1040,650,2,1040,2,9,4,1,4,1,1969,504,2,0,11606,5,12,1,335,192.0,5,3,70.0,60,1,390,2,1,2,1,4,629,3,135000
6,2,1350,1,1350,2,1964,1248,624,2,0,0,6,2,2,1,1,1964,520,1,1,9020,3,12,1,176,259.0,5,1,82.0,80,1,288,1,1,1,1,2,630,4,168500
5,1,1750,1,1089,4,1991,636,0,2,661,0,8,3,3,3,1,1880,240,0,0,9000,3,8,2,0,0.0,6,1,50.0,70,1,636,1,2,2,1,1,631,2,124000
8,2,1554,2,1554,1,2006,1554,24,1,0,1,6,1,1,1,1,2006,627,0,0,4590,2,11,1,156,108.0,5,1,34.0,120,5,1530,1,1,1,1,3,632,2,209500
7,2,1411,2,1411,2,1977,1386,822,2,0,1,6,2,2,2,1,1977,544,0,0,11900,3,7,1,192,209.0,5,1,85.0,20,1,564,1,1,3,2,1,633,2,82500
5,1,1056,1,1056,2,2005,1056,480,2,0,0,6,2,2,5,1,1954,260,0,0,9250,3,12,1,390,0.0,7,1,80.0,20,1,108,1,1,2,1,1,634,2,139400
6,2,1056,0,1056,2,1980,1056,1056,2,0,0,4,2,2,1,1,1980,576,0,2,6979,0,8,1,264,0.0,5,1,64.0,90,3,0,1,2,2,1,1,635,4,144000
6,0,3395,2,1440,2,1995,1440,256,4,1440,0,14,4,2,6,1,1914,0,0,0,10896,8,24,5,0,0.0,7,1,60.0,190,2,1184,1,2,2,2,1,636,4,200000
2,0,800,1,800,2,1950,264,0,4,0,1,4,4,3,3,2,1936,0,0,0,6120,1,9,2,0,0.0,3,1,51.0,30,1,264,1,2,2,1,1,637,4,60000
5,1,1387,2,811,2,1954,811,0,2,576,0,7,1,2,3,1,1954,256,0,0,6000,3,8,2,0,0.0,4,1,50.0,190,2,811,1,3,2,1,1,638,4,93000
5,0,796,1,796,4,1950,796,0,2,0,0,4,2,2,3,1,1910,0,0,0,8777,2,16,1,328,0.0,7,1,67.0,30,1,796,1,3,2,1,1,639,2,85000
8,3,1567,2,1567,1,2006,1520,1154,1,0,1,7,3,1,1,1,2006,648,0,1,3982,1,22,1,312,0.0,5,1,53.0,120,4,366,1,1,3,2,4,640,2,264561
8,2,1518,1,1518,3,2004,1518,1218,3,0,1,6,3,1,1,1,2003,588,1,0,12677,1,11,1,185,472.0,5,1,62.0,120,4,300,2,1,1,2,2,641,2,274000
7,2,1929,2,1057,1,2001,1057,738,1,872,1,7,1,1,1,1,2001,650,1,1,7050,3,6,4,0,0.0,5,1,62.0,60,1,319,1,1,3,1,1,642,2,226000
8,2,2704,2,2000,1,1995,1952,1410,1,704,3,9,3,2,1,1,1972,538,1,1,13860,4,12,1,269,0.0,7,1,75.0,80,1,542,1,1,3,1,2,643,2,345000
5,2,1620,2,780,2,1969,780,493,2,840,0,7,2,2,4,1,1969,462,1,0,10793,4,7,1,208,263.0,5,1,80.0,60,1,0,1,1,3,4,1,644,3,152000
9,3,1766,2,1766,3,2009,1766,1121,3,0,1,7,3,1,1,1,2009,478,1,1,9187,2,6,4,195,162.0,5,1,85.0,20,1,645,1,1,3,1,3,645,3,370878
6,2,981,1,981,2,1971,981,282,2,0,0,5,2,2,2,1,1971,576,1,1,10530,3,12,1,0,0.0,5,1,85.0,20,1,664,2,2,2,2,1,646,3,143250
5,2,1048,1,1048,2,1950,0,0,2,0,0,7,2,2,2,1,1950,420,0,0,7200,3,12,1,0,0.0,5,1,60.0,20,1,0,1,2,2,2,1,647,3,98300
6,2,1094,1,1094,2,1953,1094,500,2,0,2,5,2,2,4,1,1953,495,0,0,10452,3,16,1,0,216.0,5,1,85.0,20,1,594,2,1,1,2,3,648,3,155000
6,2,1839,1,1051,2,1966,756,0,2,788,1,7,2,2,3,1,1966,442,1,0,7700,4,12,1,0,351.0,5,1,70.0,60,1,756,1,1,2,1,1,649,3,155000
4,0,630,1,630,1,1970,630,131,2,0,0,3,2,2,5,1,1970,0,0,1,1936,1,15,2,0,0.0,6,1,21.0,180,5,0,1,1,2,1,4,650,2,84500
7,2,1665,2,822,1,2007,813,0,1,843,0,7,1,1,3,1,2007,562,1,0,8125,3,6,4,0,0.0,6,1,65.0,60,1,813,1,1,1,1,1,651,2,205950
4,1,1510,1,755,2,1950,755,0,2,755,1,7,2,2,3,1,1940,296,0,1,9084,4,16,1,120,0.0,5,1,60.0,70,1,755,1,2,2,1,3,652,2,108000
7,2,1716,2,909,1,1996,880,0,1,807,1,7,1,1,3,1,1996,512,1,0,8750,2,1,1,0,0.0,5,1,70.0,60,1,880,1,1,1,1,1,653,2,191000
6,1,1469,1,756,2,1995,756,0,2,713,0,7,2,2,3,1,1906,216,0,0,10320,3,14,2,57,0.0,7,1,60.0,50,1,756,1,2,2,1,1,654,2,135000
8,3,2113,2,2113,1,1995,2109,1696,1,0,1,7,1,1,1,1,1995,839,1,1,10437,2,4,1,236,660.0,6,1,91.0,20,1,413,2,1,3,2,2,655,2,350000
6,1,1092,1,525,2,1971,525,0,2,567,0,6,2,2,3,1,1971,264,1,0,1680,3,23,2,0,381.0,5,1,21.0,160,5,525,1,2,2,1,1,656,2,88000
5,1,1053,1,1053,2,2006,1053,806,1,0,0,5,1,2,2,1,1959,312,1,1,10007,3,12,1,0,54.0,7,1,72.0,20,1,247,2,1,1,1,1,657,2,145500
7,1,1502,1,851,1,2000,776,0,2,651,1,6,2,3,3,1,1931,270,1,0,7200,3,3,1,0,0.0,6,2,60.0,70,1,776,1,1,1,1,1,658,2,149000
6,1,1458,1,912,2,1950,912,0,2,546,1,6,2,2,3,1,1948,330,0,0,17503,3,12,1,192,0.0,5,1,78.0,50,1,912,1,1,2,1,1,659,2,97500
5,2,1486,1,1486,2,1999,1486,637,2,0,0,7,2,1,5,1,1964,480,0,1,9937,3,16,1,0,0.0,7,1,75.0,20,1,849,1,2,3,2,1,660,2,167000
7,2,1935,2,1142,1,1976,793,0,2,793,1,7,2,2,3,1,1976,550,1,0,12384,3,7,1,0,233.0,7,1,75.0,60,1,793,1,1,1,1,1,661,2,197900
8,3,2448,2,1686,1,2005,1629,1361,1,762,1,8,1,1,1,1,1994,711,1,1,46589,4,4,1,517,528.0,7,1,52.0,60,1,88,3,1,1,2,1,662,2,402000
6,2,1392,1,1392,4,1968,1392,0,2,0,2,5,2,2,3,1,1968,576,0,1,13560,2,12,1,0,216.0,3,1,120.0,20,1,1392,1,1,1,2,1,663,2,110000
4,2,1181,2,1181,1,1972,1138,920,2,0,0,6,2,2,5,1,1972,588,0,1,10012,3,16,1,0,0.0,5,1,90.0,85,1,38,1,2,1,1,4,664,2,137500
8,3,2097,1,2097,3,2006,2077,1721,1,0,1,8,3,1,1,1,2005,1134,1,1,20896,1,6,1,192,0.0,5,1,49.0,20,1,356,3,1,3,1,3,665,2,423000
8,2,1936,2,1454,1,2000,1406,0,1,482,1,7,1,1,3,1,2000,504,1,0,11194,3,18,1,188,40.0,5,1,106.0,60,1,1406,2,1,1,1,1,666,2,230500
6,2,2380,2,1465,1,1979,1021,187,2,915,1,7,2,2,6,1,1965,596,1,0,18450,3,12,1,0,113.0,5,1,106.0,60,1,111,2,4,2,5,1,667,2,129000
6,2,1679,2,1679,1,1998,1408,1138,2,0,1,7,1,1,1,1,1994,575,0,1,8125,3,13,1,224,258.0,5,1,65.0,20,1,270,1,1,1,1,1,668,2,193500
5,2,1437,1,1437,2,1987,1188,988,2,0,1,6,2,2,4,1,1956,576,1,1,14175,3,10,1,304,0.0,6,2,65.0,20,1,200,1,2,2,1,1,669,2,168000
4,1,1180,1,1180,4,1950,700,0,2,0,1,5,4,3,3,1,1922,252,0,0,11600,2,3,1,0,0.0,5,1,80.0,30,1,700,1,2,2,1,1,670,2,137500
6,2,1476,2,738,1,2005,738,193,1,738,0,7,1,1,1,1,2005,540,1,1,8633,3,1,1,100,0.0,5,1,64.0,60,1,545,1,1,3,1,1,671,2,173500
6,1,1369,2,697,2,1950,672,551,2,672,0,6,2,3,5,2,1925,300,0,1,6629,3,16,5,147,0.0,6,1,54.0,70,1,121,1,2,2,3,1,672,2,103600
6,2,1208,1,1208,1,1977,1208,767,1,0,1,6,2,2,2,1,1977,546,1,1,11250,3,2,1,198,0.0,6,1,54.0,20,1,441,2,1,1,1,1,673,2,165000
6,2,1839,2,1839,2,2004,1477,1186,2,0,2,7,1,1,1,1,1957,416,0,1,14442,3,3,1,0,106.0,7,1,110.0,20,1,291,1,1,3,2,1,674,2,257500
6,1,1136,1,1136,2,1965,1136,892,2,0,1,5,2,2,4,1,1965,384,0,1,9200,3,12,1,426,0.0,6,1,80.0,20,1,244,1,1,1,1,1,675,2,140000
6,2,1441,2,855,2,1978,855,311,2,586,1,7,2,2,2,1,1978,440,1,0,2289,3,21,1,28,0.0,6,1,24.0,160,5,544,1,1,2,1,1,676,2,148500
4,3,1774,2,1095,2,1950,1095,0,2,679,0,8,2,3,3,2,1900,779,0,1,9600,4,8,2,0,0.0,2,1,60.0,70,1,1095,1,6,2,1,1,677,2,87000
5,1,792,1,792,2,2006,768,0,1,0,0,5,1,3,3,1,1924,240,0,0,9022,2,8,1,316,0.0,8,1,52.0,30,1,768,1,2,2,1,1,678,2,109500
8,3,2046,2,2046,3,2008,2046,0,1,0,1,7,1,1,3,1,2008,834,1,0,11844,3,19,1,322,464.0,5,1,80.0,20,1,2046,2,1,3,2,3,679,2,372500
5,2,988,1,988,2,1961,988,827,2,0,0,5,2,2,4,1,1961,572,0,1,9945,3,10,1,0,57.0,5,1,80.0,20,1,161,2,2,2,2,1,680,2,128500
6,1,923,2,923,1,1980,923,543,2,0,1,5,2,2,5,1,1980,264,0,0,8012,2,13,1,80,0.0,5,1,50.0,120,4,261,1,1,1,1,1,681,2,143000
5,1,1520,1,848,2,2000,793,182,2,672,0,6,2,3,4,1,1932,281,0,0,4500,3,24,5,0,0.0,5,1,55.0,50,1,611,3,2,2,1,1,682,2,159434
6,2,1291,1,1291,1,1997,1291,1003,2,0,1,6,1,1,1,1,1996,431,0,1,2887,2,20,1,307,0.0,5,1,55.0,120,1,288,1,1,2,1,3,683,2,173000
9,3,1668,2,1668,1,2002,1626,1059,1,0,1,7,1,1,1,1,2002,702,0,1,11248,3,1,1,257,215.0,5,1,90.0,20,1,567,2,1,3,2,4,684,2,285000
7,2,1839,2,1195,1,1998,1195,0,1,644,0,7,2,1,3,1,1998,486,1,0,16770,4,4,1,0,30.0,5,1,58.0,60,1,1195,3,1,3,1,1,685,2,221000
7,2,2090,2,1190,1,1984,1190,828,1,900,1,6,1,2,1,1,1984,577,0,1,5062,3,19,1,219,0.0,5,1,58.0,160,4,180,2,1,3,1,3,686,2,207500
7,2,1761,3,874,1,2007,874,0,1,887,0,7,1,1,3,1,2007,578,0,0,10207,3,6,4,144,0.0,6,1,84.0,60,1,874,1,1,3,1,1,687,2,227875
7,2,1102,2,551,1,2004,551,239,1,551,0,4,1,1,1,1,2004,480,1,0,5105,2,6,4,0,0.0,5,1,84.0,160,4,312,3,2,2,1,1,688,2,148800
8,2,1419,2,1419,1,2007,1419,945,1,0,1,7,1,1,1,1,2007,567,0,1,8089,2,19,1,140,0.0,6,1,60.0,20,1,474,1,1,1,1,4,689,2,392000
6,2,1362,2,1362,1,2006,1362,20,1,0,1,6,1,1,2,1,2005,460,0,0,7577,2,11,1,192,256.0,5,1,61.0,120,4,1342,2,1,1,1,4,690,2,194700
6,2,848,1,848,1,2004,848,697,1,0,1,3,1,1,1,1,2004,420,0,1,4426,1,1,2,149,147.0,5,1,61.0,120,4,151,1,1,1,1,2,691,2,141000
10,3,4316,3,2444,3,1995,2444,1455,3,1872,2,10,3,1,1,1,1994,832,1,0,21535,4,4,1,382,1170.0,6,1,104.0,60,1,989,2,1,3,1,2,692,2,755000
7,2,2519,2,1238,1,1990,1210,965,1,1281,2,9,1,1,1,1,1989,628,1,1,26178,4,17,1,320,293.0,5,2,42.0,60,1,245,2,1,1,2,2,693,2,335000
5,1,1073,1,1073,2,1968,1073,0,2,0,0,4,2,3,3,1,1921,326,0,0,5400,2,8,1,0,0.0,6,3,60.0,30,1,1073,1,2,2,1,1,694,2,108480
5,2,1539,1,1067,2,1950,927,0,2,472,0,5,2,3,3,1,1936,576,1,0,6120,3,9,2,112,0.0,6,1,51.0,50,1,927,1,2,2,1,1,695,2,141500
6,2,1137,2,1137,1,1987,1112,980,2,0,1,5,1,2,1,1,1987,551,0,1,13811,2,17,1,125,72.0,6,1,54.0,20,1,92,2,1,2,1,1,696,2,176000
5,1,616,1,616,2,1950,616,616,2,0,0,4,2,2,6,1,1921,205,0,0,6000,2,9,2,0,0.0,7,1,50.0,30,1,0,1,2,2,1,1,697,2,89000
5,1,1148,1,1148,3,1952,980,210,2,0,0,6,2,1,6,1,1952,308,0,0,6420,2,16,1,0,0.0,7,1,57.0,20,1,219,2,2,2,1,3,698,2,123500
5,1,894,1,894,2,2009,894,553,2,0,1,5,2,2,1,1,1965,336,0,1,8450,3,10,1,416,0.0,8,1,65.0,20,1,224,1,2,2,1,1,699,2,138500
7,2,1391,2,1391,1,2004,1391,16,1,0,0,5,1,1,1,1,2004,530,0,0,4282,2,6,4,156,0.0,5,1,59.0,120,4,1375,3,1,1,1,3,700,2,196000
8,3,1800,2,1800,3,2002,1800,1274,1,0,1,7,1,1,1,1,2002,765,0,1,14331,3,17,1,270,630.0,5,1,85.0,20,1,526,1,1,3,2,2,701,2,312500
7,2,1164,1,1164,2,1969,1164,0,2,0,0,6,2,2,3,1,1969,528,1,0,9600,3,7,1,0,168.0,5,1,80.0,20,1,1164,1,1,2,2,1,702,2,140000
8,3,2576,2,1264,3,2006,1234,0,3,1312,1,10,3,1,3,1,2006,666,1,0,12438,4,19,1,324,466.0,5,1,82.0,60,1,1234,2,3,3,2,1,703,2,361919
5,2,1812,2,1032,1,1996,360,0,2,780,1,8,1,3,3,1,1900,672,0,0,7630,4,8,2,344,0.0,9,1,76.0,190,2,360,1,2,2,1,1,704,2,140000
7,2,1484,2,1484,1,2005,1473,712,1,0,0,7,1,1,1,1,2004,606,0,1,8400,3,1,1,0,109.0,5,1,70.0,20,1,761,1,1,1,1,4,705,2,213000
4,0,1092,2,372,1,1950,0,0,4,720,0,7,4,5,1,2,1930,0,0,0,5600,3,14,2,0,0.0,5,1,70.0,190,2,0,1,1,1,2,4,706,2,55000
7,2,1824,2,1824,1,2002,1643,1219,2,0,2,5,1,2,1,1,1971,739,0,1,115149,2,20,1,380,351.0,5,3,70.0,20,1,424,3,1,2,1,2,707,2,302000
8,2,1324,2,1324,1,2006,1324,863,1,0,1,6,1,1,1,1,2006,550,0,1,6240,2,11,1,192,176.0,5,1,48.0,120,4,461,1,1,3,2,1,708,2,254000
7,2,1456,2,728,1,2007,728,0,1,728,1,8,1,1,3,1,2007,400,1,0,9018,3,18,1,100,0.0,5,1,65.0,60,1,728,2,1,3,2,4,709,2,179540
5,1,904,1,904,2,1966,876,0,2,0,0,6,2,1,3,1,1966,408,0,0,7162,3,10,1,0,41.0,7,1,65.0,20,1,876,2,1,2,1,1,710,2,109900
3,0,729,1,729,2,2003,270,0,1,0,0,5,2,2,3,1,1935,0,0,0,4130,2,9,1,0,0.0,6,1,56.0,30,1,270,2,1,2,1,1,711,2,52000
4,1,1178,1,859,2,1950,859,0,2,319,0,7,2,6,3,1,1900,384,0,0,8712,2,14,3,68,0.0,7,2,66.0,50,1,859,1,2,1,1,3,712,2,102776
8,2,1228,2,1228,1,1989,1228,767,1,0,1,5,1,1,1,1,1988,472,0,1,4671,2,19,1,168,0.0,5,1,40.0,120,4,461,2,1,3,1,3,713,2,189000
4,2,960,1,960,2,1970,960,789,2,0,0,6,2,2,2,2,1970,576,0,1,9873,3,9,1,0,160.0,5,1,60.0,190,2,171,1,2,2,1,4,714,2,129000
6,2,1479,2,725,2,2005,725,533,1,754,0,6,1,2,1,1,1976,475,1,0,13517,3,10,1,0,289.0,8,1,60.0,60,1,192,2,1,1,1,1,715,2,130500
6,2,1350,2,1350,1,1974,1064,0,2,0,1,7,2,2,3,1,1974,478,0,0,10140,3,7,1,0,174.0,5,1,78.0,20,1,1064,1,1,1,2,1,716,2,165000
7,2,2554,1,1576,2,1998,718,0,2,978,0,8,2,3,3,1,1890,704,1,0,10800,3,8,2,0,0.0,8,1,60.0,70,1,718,1,2,2,1,1,717,2,159500
5,2,1178,1,1178,1,2000,1176,1084,2,0,1,5,1,2,5,1,1973,439,1,0,10000,3,7,1,224,0.0,6,1,80.0,20,1,92,1,1,2,1,1,718,2,157000
7,3,2418,2,1325,1,1994,1311,1173,1,1093,1,9,1,1,1,1,1993,983,1,1,10542,3,4,1,250,651.0,5,1,96.0,60,1,138,1,1,1,2,2,719,2,341000
5,1,971,1,971,1,1969,971,523,2,0,1,5,2,2,2,1,1969,300,1,0,9920,3,1,1,0,0.0,6,1,69.0,20,1,448,2,1,2,1,2,720,2,128500
8,2,1742,2,1742,1,1985,1742,1148,1,0,1,5,1,1,1,1,1985,564,0,1,6563,2,19,1,114,0.0,5,2,69.0,120,1,594,2,1,1,1,2,721,2,275000
6,2,848,1,848,1,2004,848,662,1,0,0,3,1,1,1,1,2004,420,0,1,4426,1,1,2,160,169.0,5,1,69.0,120,4,186,1,1,1,1,4,722,2,143000
4,2,864,1,864,2,1970,864,191,2,0,0,5,2,2,2,1,1970,463,0,0,8120,3,12,1,0,0.0,7,1,70.0,20,1,673,1,2,2,1,1,723,2,124500
4,1,1470,2,997,2,1972,941,0,2,473,0,7,2,1,3,1,1954,548,0,0,8172,4,16,1,0,0.0,6,1,60.0,50,1,941,1,2,2,1,1,724,2,135000
9,3,1698,2,1698,3,2008,1698,1234,3,0,1,8,3,1,1,1,2007,768,0,1,13286,3,16,1,327,340.0,5,1,86.0,20,1,464,2,1,3,2,1,725,2,320000
4,2,864,1,864,2,1970,864,375,2,0,0,5,1,2,2,1,1970,660,0,0,6960,3,12,1,96,0.0,6,1,60.0,20,1,250,1,2,2,1,1,726,2,120500
6,2,1680,2,1680,1,2007,880,808,1,0,1,5,1,2,1,1,1988,540,0,1,21695,3,3,1,292,260.0,9,1,60.0,20,1,72,2,1,3,2,1,727,2,222000
7,2,1232,2,1232,1,2007,1232,724,1,0,0,6,1,1,1,1,2007,632,0,1,7314,2,1,1,132,82.0,5,1,64.0,20,1,508,1,1,1,1,4,728,2,194500
5,3,1776,2,1776,2,1958,1584,0,2,0,0,9,2,2,3,1,1958,888,0,1,11475,4,12,1,0,95.0,5,1,85.0,90,3,1584,1,2,2,1,1,729,2,110000
4,2,1208,1,848,2,1950,780,152,2,0,0,5,2,2,5,1,1925,539,0,0,6240,2,14,2,0,0.0,5,1,52.0,30,1,628,1,2,2,1,1,730,2,103000
8,2,1616,2,1616,1,1996,1595,1180,1,0,1,5,1,1,1,1,1995,608,0,1,5389,2,19,1,237,0.0,5,1,39.0,120,4,415,2,1,1,1,1,731,2,236500
7,2,1146,2,1146,3,2003,868,786,1,0,1,6,1,1,1,1,2003,438,0,1,9590,3,17,1,160,442.0,5,1,73.0,80,1,82,2,1,3,1,4,732,2,187500
7,2,2031,2,1153,1,1999,1153,252,1,878,1,8,1,1,2,1,1998,541,1,0,11404,3,1,1,192,202.0,5,1,75.0,60,1,901,2,1,3,1,4,733,2,222500
5,1,1144,1,1144,2,1983,864,594,2,0,1,6,2,2,5,1,1961,264,0,1,10000,3,10,1,165,0.0,6,1,80.0,20,1,270,1,1,1,2,1,734,3,131400
5,1,948,1,948,2,1968,948,0,2,0,0,6,2,1,3,1,1968,300,0,0,8978,3,10,1,147,0.0,5,1,80.0,20,1,948,2,1,2,1,1,735,3,108000
7,2,1768,1,880,1,1970,880,390,2,888,2,6,2,3,4,2,1914,320,1,0,10800,2,8,2,0,0.0,7,1,60.0,75,1,490,1,2,2,1,3,736,3,163000
3,2,1040,2,1040,1,1950,0,0,2,0,0,6,2,2,4,2,1950,400,0,0,8544,2,12,1,0,0.0,4,1,60.0,90,3,0,1,2,2,1,3,737,3,93500
8,3,1801,2,901,1,2005,893,0,1,900,1,8,1,1,3,1,2005,800,1,0,10463,3,18,1,0,0.0,5,1,72.0,60,1,893,2,1,3,1,1,738,3,239900
